ID,File,Loai file,Nhom,Cau hoi,Dap an chuan,Cau tra loi he thong,Nguon/Citation,Retrieval,Citation,Answer,Diem,Hallucination,Muc do loi,Ghi chu,De xuat fix,Latency ms
NEG-007,docx_01_thu_vien_so.docx,DOCX,Negative/Hallucination,"Trong file ""docx_01_thu_vien_so.docx"" có thông tin về so tai khoan ngan hang không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,310.83
NEG-008,docx_02_ca_phe_sach.docx,DOCX,Negative/Hallucination,"Trong file ""docx_02_ca_phe_sach.docx"" có thông tin về ma OTP không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,274.99
NEG-009,file_excel_mau_song_xanh.xlsx,XLSX,Negative/Hallucination,"Trong file ""file_excel_mau_song_xanh.xlsx"" có thông tin về du lieu y te benh nhan không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,681.5
NEG-011,jpeg_01_ke_hoach_du_lich.jpeg,JPEG,Negative/Hallucination,"Trong file ""jpeg_01_ke_hoach_du_lich.jpeg"" có thông tin về bitcoin không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,284.01
NEG-012,jpeg_02_bang_an_toan_bep.jpeg,JPEG,Negative/Hallucination,"Trong file ""jpeg_02_bang_an_toan_bep.jpeg"" có thông tin về ma nguon bi mat không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,841.52
NEG-013,jpg_01_infographic_giac_ngu.jpg,JPG,Negative/Hallucination,"Trong file ""jpg_01_infographic_giac_ngu.jpg"" có thông tin về lich bay quoc te không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,295.08
NEG-014,jpg_02_so_do_lop_hoc.jpg,JPG,Negative/Hallucination,"Trong file ""jpg_02_so_do_lop_hoc.jpg"" có thông tin về diem thi IELTS không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,269.59
NEG-016,md_01_workshop_thuyet_trinh.md,MD,Negative/Hallucination,"Trong file ""md_01_workshop_thuyet_trinh.md"" có thông tin về the tin dung không?",Không tìm thấy thông tin trong tài liệu.,"Không, tài liệu không đề cập đến ""the tin dung"".",md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Mục tiêu) | md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Ghi chú) | md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Lịch trình),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,662.24
NEG-017,md_02_app_chi_tieu.md,MD,Negative/Hallucination,"Trong file ""md_02_app_chi_tieu.md"" có thông tin về API key không?",Không tìm thấy thông tin trong tài liệu.,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,396.16
NEG-018,nhat_ky_mau_vuon_rau_do_thi.txt,TXT,Negative/Hallucination,"Trong file ""nhat_ky_mau_vuon_rau_do_thi.txt"" có thông tin về du lieu GPS không?",Không tìm thấy thông tin trong tài liệu.,"Mục đích là tạo một file văn bản thuần có độ dài tương đối để kiểm thử khả năng đọc file.txt, tách đoạn, trả lời câu hỏi theo ngữ cảnh và tóm tắt nội dung dài. Tài liệu TXT này có nội dung khác với PDF, Markdown, PNG, JPG, JPEG và PPTX. Dự án vườn rau đô thị trên sân thượng bắt đầu từ nhu cầu tận dụng khoảng không gian trống trong nhà phố. Ý tưởng chính không phải là tự cung cấp toàn bộ thực phẩm cho gia đình, mà là tạo ra một mô hình sống xanh, giảm lãng phí và giúp mọi người hiểu hơn về quá trình tạo ra thức ăn. Không gian sân thượng ban đầu có diện tích khoảng ba mươi mét vuông.",nhat_ky_mau_vuon_rau_do_thi.txt (NHẬT KÝ MẪU: DỰ ÁN VƯỜN RAU ĐÔ THỊ TRÊN SÂN THƯỢNG) | nhat_ky_mau_vuon_rau_do_thi.txt | nhat_ky_mau_vuon_rau_do_thi.txt (2. MỤC TIÊU CỦA DỰ ÁN),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,18277.0
TAB-002,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 3 có thông tin gì?",Ngày: 2026-05-01 00:00:00; Khu vực: Ký túc xá; Hoạt động: Đổi rác lấy cây; Người phụ trách: An; Số người tham gia: 32,"Ở sheet 'Du_lieu_chien_dich', dòng 3 có: Ngày: 2026-05-01 00:00:00; Khu vực: Ký túc xá; Hoạt động: Đổi rác lấy cây; Người phụ trách: An; Số người tham gia: 32; Rác tái chế (kg): 4.1; Chi phí (VND): 450000; Mức hài lòng: 4.6; Ghi chú: Hiệu quả cao; Chi phí/người: 14062.5.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,944.85
TAB-003,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 4 có thông tin gì?",Ngày: 2026-05-02 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 87,"Ở sheet 'Du_lieu_chien_dich', dòng 4 có: Ngày: 2026-05-02 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 87; Rác tái chế (kg): 12.9; Chi phí (VND): 300000; Mức hài lòng: 3.7; Ghi chú: Nên tổ chức lại; Chi phí/người: 3448.2758620689656.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,1425.78
TAB-004,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 5 có thông tin gì?",Ngày: 2026-05-03 00:00:00; Khu vực: Thư viện; Hoạt động: Workshop sống xanh; Người phụ trách: Huy; Số người tham gia: 95,"Ở sheet 'Du_lieu_chien_dich', dòng 5 có: Ngày: 2026-05-03 00:00:00; Khu vực: Thư viện; Hoạt động: Workshop sống xanh; Người phụ trách: Huy; Số người tham gia: 95; Rác tái chế (kg): 12.2; Chi phí (VND): 450000; Mức hài lòng: 4.1; Ghi chú: Sinh viên tham gia tích cực; Chi phí/người: 4736.8421052631575.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,1465.69
TAB-005,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 6 có thông tin gì?",Ngày: 2026-05-04 00:00:00; Khu vực: Thư viện; Hoạt động: Dọn vệ sinh khu vực; Người phụ trách: Trang; Số người tham gia: 18,"Ở sheet 'Du_lieu_chien_dich', dòng 6 có: Ngày: 2026-05-04 00:00:00; Khu vực: Thư viện; Hoạt động: Dọn vệ sinh khu vực; Người phụ trách: Trang; Số người tham gia: 18; Rác tái chế (kg): 6.7; Chi phí (VND): 500000; Mức hài lòng: 3.6; Ghi chú: Sinh viên tham gia tích cực; Chi phí/người: 27777.777777777777.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,1182.99
TAB-006,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 7 có thông tin gì?",Ngày: 2026-05-05 00:00:00; Khu vực: Khoa CNTT; Hoạt động: Tuyên truyền phân loại rác; Người phụ trách: Trang; Số người tham gia: 31,"Ở sheet 'Du_lieu_chien_dich', dòng 7 có: Ngày: 2026-05-05 00:00:00; Khu vực: Khoa CNTT; Hoạt động: Tuyên truyền phân loại rác; Người phụ trách: Trang; Số người tham gia: 31; Rác tái chế (kg): 4.7; Chi phí (VND): 800000; Mức hài lòng: 3.8; Ghi chú: Hoàn thành tốt; Chi phí/người: 25806.451612903227.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,869.48
TAB-007,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 8 có thông tin gì?",Ngày: 2026-05-06 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Linh; Số người tham gia: 76,"Ở sheet 'Du_lieu_chien_dich', dòng 8 có: Ngày: 2026-05-06 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Linh; Số người tham gia: 76; Rác tái chế (kg): 22.6; Chi phí (VND): 500000; Mức hài lòng: 4.7; Ghi chú: Nên tổ chức lại; Chi phí/người: 6578.9473684210525.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,670.28
TAB-008,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 9 có thông tin gì?",Ngày: 2026-05-07 00:00:00; Khu vực: Phòng học A; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 64,"Ở sheet 'Du_lieu_chien_dich', dòng 9 có: Ngày: 2026-05-07 00:00:00; Khu vực: Phòng học A; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 64; Rác tái chế (kg): 19.9; Chi phí (VND): 1000000; Mức hài lòng: 3.8; Ghi chú: Sinh viên tham gia tích cực; Chi phí/người: 15625.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,786.99
TAB-009,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 10 có thông tin gì?",Ngày: 2026-05-08 00:00:00; Khu vực: Khoa CNTT; Hoạt động: Dọn vệ sinh khu vực; Người phụ trách: Trang; Số người tham gia: 28,"Ở sheet 'Du_lieu_chien_dich', dòng 10 có: Ngày: 2026-05-08 00:00:00; Khu vực: Khoa CNTT; Hoạt động: Dọn vệ sinh khu vực; Người phụ trách: Trang; Số người tham gia: 28; Rác tái chế (kg): 11.3; Chi phí (VND): 650000; Mức hài lòng: 4.4; Ghi chú: Sinh viên tham gia tích cực; Chi phí/người: 23214.285714285714.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,910.71
TAB-010,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 11 có thông tin gì?",Ngày: 2026-05-09 00:00:00; Khu vực: Thư viện; Hoạt động: Tuyên truyền phân loại rác; Người phụ trách: Phúc; Số người tham gia: 38,"Ở sheet 'Du_lieu_chien_dich', dòng 11 có: Ngày: 2026-05-09 00:00:00; Khu vực: Thư viện; Hoạt động: Tuyên truyền phân loại rác; Người phụ trách: Phúc; Số người tham gia: 38; Rác tái chế (kg): 9.2; Chi phí (VND): 1000000; Mức hài lòng: 4.4; Ghi chú: Nên tổ chức lại; Chi phí/người: 26315.78947368421.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,788.89
TAB-011,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 12 có thông tin gì?",Ngày: 2026-05-10 00:00:00; Khu vực: Thư viện; Hoạt động: Đổi rác lấy cây; Người phụ trách: Huy; Số người tham gia: 39,"Ở sheet 'Du_lieu_chien_dich', dòng 12 có: Ngày: 2026-05-10 00:00:00; Khu vực: Thư viện; Hoạt động: Đổi rác lấy cây; Người phụ trách: Huy; Số người tham gia: 39; Rác tái chế (kg): 11.6; Chi phí (VND): 650000; Mức hài lòng: 3.8; Ghi chú: Hiệu quả cao; Chi phí/người: 16666.666666666668.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,563.31
TAB-012,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 13 có thông tin gì?",Ngày: 2026-05-11 00:00:00; Khu vực: Ký túc xá; Hoạt động: Thu gom rác tái chế; Người phụ trách: An; Số người tham gia: 89,"Ở sheet 'Du_lieu_chien_dich', dòng 13 có: Ngày: 2026-05-11 00:00:00; Khu vực: Ký túc xá; Hoạt động: Thu gom rác tái chế; Người phụ trách: An; Số người tham gia: 89; Rác tái chế (kg): 17.1; Chi phí (VND): 1200000; Mức hài lòng: 3.5; Ghi chú: Sinh viên tham gia tích cực; Chi phí/người: 13483.14606741573.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,626.67
TAB-013,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 14 có thông tin gì?",Ngày: 2026-05-12 00:00:00; Khu vực: Thư viện; Hoạt động: Workshop sống xanh; Người phụ trách: Phúc; Số người tham gia: 69,"Ở sheet 'Du_lieu_chien_dich', dòng 14 có: Ngày: 2026-05-12 00:00:00; Khu vực: Thư viện; Hoạt động: Workshop sống xanh; Người phụ trách: Phúc; Số người tham gia: 69; Rác tái chế (kg): 14.4; Chi phí (VND): 500000; Mức hài lòng: 3.7; Ghi chú: Thiếu vật tư; Chi phí/người: 7246.376811594203.","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,696.92
TAB-016,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 4 có thông tin gì?",No.: 2.0; 受験番号: KE2; 氏名: 優希　カイ; 性別: A; 学科名: 経営学科,"Ở sheet 'Sheet4', dòng 4 có: No.: 2.0; 受験番号: KE2; 氏名: 優希 カイ; 性別: A; 学科名: 経営学科; 日本語: 9.0; 数学: 7.0; 文学: 6.0; 総計: 22; 結果: ROT.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,527.42
TAB-017,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 5 có thông tin gì?",No.: 3.0; 受験番号: NH2; 氏名: 勝弘　系; 性別: A; 学科名: 日本語学科,"Ở sheet 'Sheet4', dòng 5 có: No.: 3.0; 受験番号: NH2; 氏名: 勝弘 系; 性別: A; 学科名: 日本語学科; 日本語: 8.0; 数学: 5.0; 文学: 7.0; 総計: 28; 結果: D.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,419.56
TAB-018,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 6 có thông tin gì?",No.: 4.0; 受験番号: KI1; 氏名: 山下　恵子; 性別: U; 学科名: 教育学科,"Ở sheet 'Sheet4', dòng 6 có: No.: 4.0; 受験番号: KI1; 氏名: 山下 恵子; 性別: U; 学科名: 教育学科; 日本語: 9.0; 数学: 10.0; 文学: 8.5; 総計: 36.5; 結果: D.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,410.88
TAB-019,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 7 có thông tin gì?",No.: 5.0; 受験番号: NH1; 氏名: 山川　静香; 性別: U; 学科名: 日本語学科,"Ở sheet 'Sheet4', dòng 7 có: No.: 5.0; 受験番号: NH1; 氏名: 山川 静香; 性別: U; 学科名: 日本語学科; 日本語: 10.0; 数学: 7.0; 文学: 5.0; 総計: 32; 結果: D.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,439.68
TAB-020,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 8 có thông tin gì?",No.: 6.0; 受験番号: NH1; 氏名: 山田　浩; 性別: U; 学科名: 日本語学科,"Ở sheet 'Sheet4', dòng 8 có: No.: 6.0; 受験番号: NH1; 氏名: 山田 浩; 性別: U; 学科名: 日本語学科; 日本語: 5.0; 数学: 6.0; 文学: 8.0; 総計: 24; 結果: ROT.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,822.13
TAB-021,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 9 có thông tin gì?",No.: 7.0; 受験番号: KE2; 氏名: 志村　愛; 性別: A; 学科名: 経営学科,"Ở sheet 'Sheet4', dòng 9 có: No.: 7.0; 受験番号: KE2; 氏名: 志村 愛; 性別: A; 学科名: 経営学科; 日本語: 7.0; 数学: 7.0; 文学: 8.0; 総計: 22; 結果: ROT.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,761.87
