ID,Run,File,FileType,Group,Question,Expected,Actual,Sources,Retrieval,Citation,Answer,Score,Hallucination,Severity,Notes,Fix,LatencyMs
B300-DIR-011,Base 300,content_summary.md,MD,Base 300,"Tài liệu ""content_summary.md"" nói về nội dung gì?",Test JPG.jpg (JPG),"Tài liệu ""content_summary.md"" có các ý chính: - BÁO CÁO THỰC TẬP TỐT NGHIỆP - MSSV:084205002647 - TÓM TẮT - LỜI NÓI ĐẦU - LỜI CẢM ƠN.",content_summary.md (- CHƯƠNG 1: TỔNG QUAN ĐỀ TÀI) | content_summary.md (- LỜI CẢM ƠN) | content_summary.md (- LỜI NÓI ĐẦU) | content_summary.md (- BÁO CÁO THỰC TẬP TỐT NGHIỆP) | content_summary.md (- Chương 1: > Page 8),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,408.73
B300-DIR-012,Base 300,content_summary.md,MD,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""content_summary.md"".",Test JPG.jpg (JPG),"Một thông tin cụ thể trong ""content_summary.md"" là: BÁO CÁO THỰC TẬP TỐT NGHIỆP.",content_summary.md (- CHƯƠNG 1: TỔNG QUAN ĐỀ TÀI) | content_summary.md (- LỜI NÓI ĐẦU) | content_summary.md (- TÓM TẮT) | content_summary.md (- LỜI CẢM ƠN) | content_summary.md (- BÁO CÁO THỰC TẬP TỐT NGHIỆP),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,489.2
B300-DIR-013,Base 300,docx_01_thu_vien_so.docx,DOCX,Base 300,"Tài liệu ""docx_01_thu_vien_so.docx"" nói về nội dung gì?",Tóm tắt nhanh,"Tài liệu ""docx_01_thu_vien_so.docx"" có các ý chính: - Tóm tắt nhanh - Mục tiêu - Quy trình vận hành - Rủi ro cần lưu ý - Bảng ghi chú triển khai.","docx_01_thu_vien_so.docx (trang 1) | docx_01_thu_vien_so.docx (trang 1, Mục tiêu) | docx_01_thu_vien_so.docx (trang 1, Tóm tắt nhanh)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,272.77
B300-DIR-014,Base 300,docx_01_thu_vien_so.docx,DOCX,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""docx_01_thu_vien_so.docx"".",Tóm tắt nhanh,"Một thông tin cụ thể trong ""docx_01_thu_vien_so.docx"" là: Tóm tắt nhanh.","docx_01_thu_vien_so.docx (trang 1, Tóm tắt nhanh) | docx_01_thu_vien_so.docx (trang 1) | docx_01_thu_vien_so.docx (trang 1, Kết luận)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,245.07
B300-DIR-015,Base 300,docx_02_ca_phe_sach.docx,DOCX,Base 300,"Tài liệu ""docx_02_ca_phe_sach.docx"" nói về nội dung gì?",Tóm tắt nhanh,"Tài liệu ""docx_02_ca_phe_sach.docx"" có các ý chính: - Tóm tắt nhanh - Nguyên liệu - Phục vụ - Kiểm soát chất lượng - Bảng ghi chú triển khai.","docx_02_ca_phe_sach.docx (trang 1, Tóm tắt nhanh) | docx_02_ca_phe_sach.docx (trang 1, Kết luận) | docx_02_ca_phe_sach.docx (trang 1, Bảng ghi chú triển khai)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,278.28
B300-DIR-016,Base 300,docx_02_ca_phe_sach.docx,DOCX,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""docx_02_ca_phe_sach.docx"".",Tóm tắt nhanh,"Một thông tin cụ thể trong ""docx_02_ca_phe_sach.docx"" là: Tóm tắt nhanh.","docx_02_ca_phe_sach.docx (trang 1, Tóm tắt nhanh) | docx_02_ca_phe_sach.docx (trang 1, Nguyên liệu) | docx_02_ca_phe_sach.docx (trang 1, Phục vụ)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,288.64
B300-DIR-017,Base 300,file_excel_mau_song_xanh.xlsx,XLSX,Base 300,"Tài liệu ""file_excel_mau_song_xanh.xlsx"" nói về nội dung gì?",Du_lieu_chien_dich,"tài liệu dạng bảng gồm 1 sheet (Du_lieu_chien_dich); các cột chính gồm Ngày, Khu vực, Hoạt động, Người phụ trách, Số người tham gia, Rác tái chế (kg); số dòng dữ liệu đang có khoảng 32. Bạn muốn mình phân tích tiếp theo cột hoặc nhóm dữ liệu nào?","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,632.82
B300-DIR-018,Base 300,file_excel_mau_song_xanh.xlsx,XLSX,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""file_excel_mau_song_xanh.xlsx"".",Du_lieu_chien_dich,"tài liệu dạng bảng gồm 1 sheet (Du_lieu_chien_dich); các cột chính gồm Ngày, Khu vực, Hoạt động, Người phụ trách, Số người tham gia, Rác tái chế (kg); số dòng dữ liệu đang có khoảng 32. Bạn muốn mình phân tích tiếp theo cột hoặc nhóm dữ liệu nào?","file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16)",Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,627.46
B300-DIR-019,Base 300,infographic_mau_an_toan_mang.png,PNG,Base 300,"Tài liệu ""infographic_mau_an_toan_mang.png"" nói về nội dung gì?",6f8d63eb72674dc2af6c4651b49853ad_infographic_mau_an_toan_mang.png,"Ảnh ""infographic_mau_an_toan_mang.png"" có nội dung chính: INFOGRAPHIC MAU; An toan mang; g cho sinh vien; 1. Mat khau manh; 2. Xac thuc hai lop; Khong dung ngay sinh, so dien thoai.",infographic_mau_an_toan_mang.png (6f8d63eb72674dc2af6c4651b49853ad_infographic_mau_an_toan_mang.png),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,444.65
B300-DIR-020,Base 300,infographic_mau_an_toan_mang.png,PNG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""infographic_mau_an_toan_mang.png"".",6f8d63eb72674dc2af6c4651b49853ad_infographic_mau_an_toan_mang.png,"Ảnh ""infographic_mau_an_toan_mang.png"" có nội dung chính: INFOGRAPHIC MAU; An toan mang; g cho sinh vien; 1. Mat khau manh; 2. Xac thuc hai lop; Khong dung ngay sinh, so dien thoai.",infographic_mau_an_toan_mang.png (6f8d63eb72674dc2af6c4651b49853ad_infographic_mau_an_toan_mang.png),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,433.05
B300-DIR-021,Base 300,jpeg_01_ke_hoach_du_lich.jpeg,JPEG,Base 300,"Tài liệu ""jpeg_01_ke_hoach_du_lich.jpeg"" nói về nội dung gì?",af1543170da2459e8e35a33eab1b7c94_jpeg_01_ke_hoach_du_lich.jpeg,"Ảnh ""jpeg_01_ke_hoach_du_lich.jpeg"" có nội dung chính: Ké hoach du lich 2 ngay; Lich trinh nhe nhang cho nhom ban; Ngay 1: tham quan chg dia; Ngay 2: chup anh buoi sáng,; phuong va an toi ven song.; mua qua va ve som..",jpeg_01_ke_hoach_du_lich.jpeg (af1543170da2459e8e35a33eab1b7c94_jpeg_01_ke_hoach_du_lich.jpeg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,374.47
B300-DIR-022,Base 300,jpeg_01_ke_hoach_du_lich.jpeg,JPEG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""jpeg_01_ke_hoach_du_lich.jpeg"".",af1543170da2459e8e35a33eab1b7c94_jpeg_01_ke_hoach_du_lich.jpeg,"Ảnh ""jpeg_01_ke_hoach_du_lich.jpeg"" có nội dung chính: Ké hoach du lich 2 ngay; Lich trinh nhe nhang cho nhom ban; Ngay 1: tham quan chg dia; Ngay 2: chup anh buoi sáng,; phuong va an toi ven song.; mua qua va ve som..",jpeg_01_ke_hoach_du_lich.jpeg (af1543170da2459e8e35a33eab1b7c94_jpeg_01_ke_hoach_du_lich.jpeg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,622.09
B300-DIR-023,Base 300,jpeg_02_bang_an_toan_bep.jpeg,JPEG,Base 300,"Tài liệu ""jpeg_02_bang_an_toan_bep.jpeg"" nói về nội dung gì?",16a69c2060254036ad8ebc0c3ae0f81a_jpeg_02_bang_an_toan_bep.jpeg,"Ảnh ""jpeg_02_bang_an_toan_bep.jpeg"" có nội dung chính: Bang nhac an toan bep; Danh cho bep nho trong ky tuc xa; Tat bep ngay sau khi nau xong.; Khong de khan giay gan nguon; nhiet.; Rura dao va cat vao khay rieng..",jpeg_02_bang_an_toan_bep.jpeg (16a69c2060254036ad8ebc0c3ae0f81a_jpeg_02_bang_an_toan_bep.jpeg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,316.1
B300-DIR-024,Base 300,jpeg_02_bang_an_toan_bep.jpeg,JPEG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""jpeg_02_bang_an_toan_bep.jpeg"".",16a69c2060254036ad8ebc0c3ae0f81a_jpeg_02_bang_an_toan_bep.jpeg,"Ảnh ""jpeg_02_bang_an_toan_bep.jpeg"" có nội dung chính: Bang nhac an toan bep; Danh cho bep nho trong ky tuc xa; Tat bep ngay sau khi nau xong.; Khong de khan giay gan nguon; nhiet.; Rura dao va cat vao khay rieng.. ### Bảng tổng hợp | Chủ đề | Điểm chính | |---|---| | OCR Text | Nội dung chính trong tài liệu | | Bang nhac an toan bep | Nội dung chính trong tài liệu | | Danh cho bep nho trong ky tuc xa | Nội dung chính trong tài liệu | | Tat bep ngay sau khi nau xong | Nội dung chính trong tài liệu | | Khong de khan giay gan nguon | Nội dung chính trong tài liệu | | Rura dao va cat vao khay rieng | Nội dung chính trong tài liệu | | Kiem tra 6 dien truoc khi rai | Nội dung chính trong tài liệu | | Anh kiem thur | c6 tieu de, khoi noi dung va chur tieng Viet r |.",jpeg_02_bang_an_toan_bep.jpeg (16a69c2060254036ad8ebc0c3ae0f81a_jpeg_02_bang_an_toan_bep.jpeg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,658.72
B300-DIR-025,Base 300,jpg_01_infographic_giac_ngu.jpg,JPG,Base 300,"Tài liệu ""jpg_01_infographic_giac_ngu.jpg"" nói về nội dung gì?",8012c82141b74b7eb38bb4f20aa27ea9_jpg_01_infographic_giac_ngu.jpg,"Ảnh ""jpg_01_infographic_giac_ngu.jpg"" có nội dung chính: Thoi quen ngu; lanh manh; Mot checklist nho cho buoi toi; Tát man hinh it nhat 30 phut; Giu phong mat, yén tinh va; truoc khi ngu..",jpg_01_infographic_giac_ngu.jpg (8012c82141b74b7eb38bb4f20aa27ea9_jpg_01_infographic_giac_ngu.jpg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,303.13
B300-DIR-026,Base 300,jpg_01_infographic_giac_ngu.jpg,JPG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""jpg_01_infographic_giac_ngu.jpg"".",8012c82141b74b7eb38bb4f20aa27ea9_jpg_01_infographic_giac_ngu.jpg,"Ảnh ""jpg_01_infographic_giac_ngu.jpg"" có nội dung chính: Thoi quen ngu; lanh manh; Mot checklist nho cho buoi toi; Tát man hinh it nhat 30 phut; Giu phong mat, yén tinh va; truoc khi ngu..",jpg_01_infographic_giac_ngu.jpg (8012c82141b74b7eb38bb4f20aa27ea9_jpg_01_infographic_giac_ngu.jpg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,256.25
B300-DIR-027,Base 300,jpg_02_so_do_lop_hoc.jpg,JPG,Base 300,"Tài liệu ""jpg_02_so_do_lop_hoc.jpg"" nói về nội dung gì?",5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg,"Ảnh ""jpg_02_so_do_lop_hoc.jpg"" có nội dung chính: So d6 lop hoc linh hoat; Ggi y b6 tri cho hoat dong nhom; Ban trung tam danh cho thao; G6c yen tinh cho doc tai lieu cá; luan nhanh.; nhan..",jpg_02_so_do_lop_hoc.jpg (5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,516.24
B300-DIR-028,Base 300,jpg_02_so_do_lop_hoc.jpg,JPG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""jpg_02_so_do_lop_hoc.jpg"".",5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg,"Ảnh ""jpg_02_so_do_lop_hoc.jpg"" có nội dung chính: So d6 lop hoc linh hoat; Ggi y b6 tri cho hoat dong nhom; Ban trung tam danh cho thao; G6c yen tinh cho doc tai lieu cá; luan nhanh.; nhan..",jpg_02_so_do_lop_hoc.jpg (5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,619.6
B300-DIR-029,Base 300,ke_hoach_mau_du_lich_da_lat.md,MD,Base 300,"Tài liệu ""ke_hoach_mau_du_lich_da_lat.md"" nói về nội dung gì?",Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm,"Tài liệu ""ke_hoach_mau_du_lich_da_lat.md"" có các ý chính: - Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm - 1. Mục tiêu chuyến đi - 2. Nguyên tắc lập lịch trình - 3. Lịch trình ngày 1: Đến nơi và làm quen thành phố - 4. Lịch trình ngày 2: Thiên nhiên và trải nghiệm.",ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm) | ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm > 1. Mục tiêu chuyến đi) | ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm > 9. Kết luận),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,471.69
B300-DIR-030,Base 300,ke_hoach_mau_du_lich_da_lat.md,MD,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""ke_hoach_mau_du_lich_da_lat.md"".",Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm,"Một thông tin cụ thể trong ""ke_hoach_mau_du_lich_da_lat.md"" là: Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm.",ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm > 8. Rủi ro và phương án xử lý) | ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm) | ke_hoach_mau_du_lich_da_lat.md (Kế hoạch mẫu: Du lịch Đà Lạt 3 ngày 2 đêm > 9. Kết luận),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,345.19
B300-DIR-031,Base 300,md_01_workshop_thuyet_trinh.md,MD,Base 300,"Tài liệu ""md_01_workshop_thuyet_trinh.md"" nói về nội dung gì?",Mục tiêu,"Tài liệu ""md_01_workshop_thuyet_trinh.md"" có các ý chính: - Mục tiêu - Kế hoạch workshop kỹ năng thuyết trình - Nội dung chính - Lịch trình - Ghi chú.",md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Mục tiêu) | md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Lịch trình) | md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Nội dung chính),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,278.22
B300-DIR-032,Base 300,md_01_workshop_thuyet_trinh.md,MD,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""md_01_workshop_thuyet_trinh.md"".",Mục tiêu,"Một thông tin cụ thể trong ""md_01_workshop_thuyet_trinh.md"" là: Mục tiêu.",md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Mục tiêu) | md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Lịch trình) | md_01_workshop_thuyet_trinh.md (Kế hoạch workshop kỹ năng thuyết trình > Nội dung chính),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,264.6
B300-DIR-033,Base 300,md_02_app_chi_tieu.md,MD,Base 300,"Tài liệu ""md_02_app_chi_tieu.md"" nói về nội dung gì?",Bối cảnh,"Tài liệu ""md_02_app_chi_tieu.md"" có các ý chính: - Bối cảnh - Hồ sơ ý tưởng ứng dụng quản lý chi tiêu sinh viên - Tính năng đề xuất - Dữ liệu mẫu - Đánh giá.",md_02_app_chi_tieu.md (Hồ sơ ý tưởng ứng dụng quản lý chi tiêu sinh viên > Bối cảnh) | md_02_app_chi_tieu.md (Hồ sơ ý tưởng ứng dụng quản lý chi tiêu sinh viên > Đánh giá) | md_02_app_chi_tieu.md (Hồ sơ ý tưởng ứng dụng quản lý chi tiêu sinh viên > Tính năng đề xuất),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,278.86
B300-DIR-034,Base 300,md_02_app_chi_tieu.md,MD,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""md_02_app_chi_tieu.md"".",Bối cảnh,"Một thông tin cụ thể trong ""md_02_app_chi_tieu.md"" là: Bối cảnh.",md_02_app_chi_tieu.md (Hồ sơ ý tưởng ứng dụng quản lý chi tiêu sinh viên > Tính năng đề xuất) | md_02_app_chi_tieu.md (Hồ sơ ý tưởng ứng dụng quản lý chi tiêu sinh viên > Bối cảnh) | md_02_app_chi_tieu.md (Hồ sơ ý tưởng ứng dụng quản lý chi tiêu sinh viên > Đánh giá),Đúng,Đúng,Đúng,1.0,Không,None,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Không cần fix.,298.19
