ID,Run,File,FileType,Group,Question,Expected,Actual,Sources,Retrieval,Citation,Answer,Score,Hallucination,Severity,Notes,Fix,LatencyMs
B300-DIR-026,Base 300,jpg_01_infographic_giac_ngu.jpg,JPG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""jpg_01_infographic_giac_ngu.jpg"".",8012c82141b74b7eb38bb4f20aa27ea9_jpg_01_infographic_giac_ngu.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2090.11
B300-DIR-027,Base 300,jpg_02_so_do_lop_hoc.jpg,JPG,Base 300,"Tài liệu ""jpg_02_so_do_lop_hoc.jpg"" nói về nội dung gì?",5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2092.69
B300-DIR-028,Base 300,jpg_02_so_do_lop_hoc.jpg,JPG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""jpg_02_so_do_lop_hoc.jpg"".",5393830183424ded8252273adae05f6d_jpg_02_so_do_lop_hoc.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2147.51
B300-DIR-032,Base 300,md_01_workshop_thuyet_trinh.md,MD,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""md_01_workshop_thuyet_trinh.md"".",Mục tiêu,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Kiểm tra chunking/retrieval/reranking và ngưỡng fallback cho file liên quan.,2074.83
B300-DIR-033,Base 300,md_02_app_chi_tieu.md,MD,Base 300,"Tài liệu ""md_02_app_chi_tieu.md"" nói về nội dung gì?",Bối cảnh,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Kiểm tra chunking/retrieval/reranking và ngưỡng fallback cho file liên quan.,2115.03
B300-DIR-034,Base 300,md_02_app_chi_tieu.md,MD,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""md_02_app_chi_tieu.md"".",Bối cảnh,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Kiểm tra chunking/retrieval/reranking và ngưỡng fallback cho file liên quan.,2123.52
B300-DIR-040,Base 300,pdf_01_nang_luong_mat_troi.pdf,PDF,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""pdf_01_nang_luong_mat_troi.pdf"".",Page: 1 > File: e8441761a52e48118928dd7bdd361d66_pdf_01_nang_luong_mat_troi.pdf,Bảng thông tin kiểm thử.,pdf_01_nang_luong_mat_troi.pdf (trang 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2075.27
B300-DIR-042,Base 300,pdf_02_an_toan_du_lieu.pdf,PDF,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""pdf_02_an_toan_du_lieu.pdf"".",Page: 1 > File: d849cc7fe46a49b19f7bf1c4bdc7c468_pdf_02_an_toan_du_lieu.pdf,Bảng thông tin kiểm thử.,pdf_02_an_toan_du_lieu.pdf (trang 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2090.67
B300-DIR-043,Base 300,pdf_page_index.md,MD,Base 300,"Tài liệu ""pdf_page_index.md"" nói về nội dung gì?",Test pdf.pdf > Page 1,"OpenCV - Cộng đồng người dùng lớn, nhiều tài liệu và ví dụ sẵn có. OpenCV - Cộng đồng người dùng lớn, nhiều tài liệu và ví dụ sẵn có.",pdf_page_index.md (First 3 non-empty lines:) | pdf_page_index.md (- 3Giai đoạn bùng nổ:) | pdf_page_index.md (- Lựa chọn sử dụng thư viện:),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2096.0
B300-DIR-044,Base 300,pdf_page_index.md,MD,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""pdf_page_index.md"".",Test pdf.pdf > Page 1,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Kiểm tra chunking/retrieval/reranking và ngưỡng fallback cho file liên quan.,2108.9
B300-DIR-045,Base 300,png_01_ban_do_y_tuong.png,PNG,Base 300,"Tài liệu ""png_01_ban_do_y_tuong.png"" nói về nội dung gì?",da2dab99728f47558f2b62326de763f8_png_01_ban_do_y_tuong.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2113.86
B300-DIR-046,Base 300,png_01_ban_do_y_tuong.png,PNG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""png_01_ban_do_y_tuong.png"".",da2dab99728f47558f2b62326de763f8_png_01_ban_do_y_tuong.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2110.01
B300-DIR-047,Base 300,png_02_quy_trinh_giao_hang.png,PNG,Base 300,"Tài liệu ""png_02_quy_trinh_giao_hang.png"" nói về nội dung gì?",d9b451f71253409cb4b43901b422bcc6_png_02_quy_trinh_giao_hang.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2119.67
B300-DIR-048,Base 300,png_02_quy_trinh_giao_hang.png,PNG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""png_02_quy_trinh_giao_hang.png"".",d9b451f71253409cb4b43901b422bcc6_png_02_quy_trinh_giao_hang.png,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2085.09
B300-DIR-050,Base 300,poster_mau_nang_luong_tai_tao.jpg,JPG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""poster_mau_nang_luong_tai_tao.jpg"".",542799e0036a49f8a9f537634345ae76_poster_mau_nang_luong_tai_tao.jpg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2116.78
B300-DIR-051,Base 300,pptx_01_du_lich_can_tho.pptx,PPTX,Base 300,"Tài liệu ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?",Slide: 1 > Slide 1 > Blocks: 2-5,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2133.6
B300-DIR-052,Base 300,pptx_01_du_lich_can_tho.pptx,PPTX,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""pptx_01_du_lich_can_tho.pptx"".",Slide: 1 > Slide 1 > Blocks: 2-5,"Nguyên tắc: giữ lịch trình linh hoạt, không ép nhóm đi quá nhiều điểm trong một ngày.",pptx_01_du_lich_can_tho.pptx (slide 4) | pptx_01_du_lich_can_tho.pptx (slide 5) | pptx_01_du_lich_can_tho.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2102.32
B300-DIR-053,Base 300,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Base 300,"Tài liệu ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?",Slide: 1 > Slide 1 > Blocks: 2-5,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2086.75
B300-DIR-054,Base 300,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""pptx_02_trong_cay_truong_hoc.pptx"".",Slide: 1 > Slide 1 > Blocks: 2-5,"Báo cáo cuối chiến dịch nên có số cây sống, số cây cần thay, ảnh minh chứng và đề xuất duy trì trong tháng sau.",pptx_02_trong_cay_truong_hoc.pptx (slide 4) | pptx_02_trong_cay_truong_hoc.pptx (slide 1) | pptx_02_trong_cay_truong_hoc.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2097.53
B300-DIR-055,Base 300,RETRIEVAL_TESTING_QUESTION_SET.md,MD,Base 300,"Tài liệu ""RETRIEVAL_TESTING_QUESTION_SET.md"" nói về nội dung gì?",1) Pham vi bo test,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Kiểm tra chunking/retrieval/reranking và ngưỡng fallback cho file liên quan.,2140.17
B300-DIR-057,Base 300,storyboard_mau_suc_khoe_hoc_duong.jpeg,JPEG,Base 300,"Tài liệu ""storyboard_mau_suc_khoe_hoc_duong.jpeg"" nói về nội dung gì?",a9ace2ff83464a59a43f6c683aac0c5f_storyboard_mau_suc_khoe_hoc_duong.jpeg,"Anh JPEG c6 noi dung riéng, mo ta 6 canh truyén thong ngan. Anh JPEG c6 noi dung riéng, mo ta 6 canh truyén thong ngan.",storyboard_mau_suc_khoe_hoc_duong.jpeg (a9ace2ff83464a59a43f6c683aac0c5f_storyboard_mau_suc_khoe_hoc_duong.jpeg),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2148.45
B300-DIR-058,Base 300,storyboard_mau_suc_khoe_hoc_duong.jpeg,JPEG,Base 300,"Nêu một thông tin cụ thể xuất hiện trong file ""storyboard_mau_suc_khoe_hoc_duong.jpeg"".",a9ace2ff83464a59a43f6c683aac0c5f_storyboard_mau_suc_khoe_hoc_duong.jpeg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2107.53
